pl_name,st_rad,pl_rade,pl_orbsmax
"Kepler-83 d",0.520000,1.81000000,0.0477000000
"Kepler-302 c",0.883000,9.32000000,0.4902000000
"Kepler-859 b",0.714000,2.87000000,0.1343000000
"K2-70 b",0.930000,2.89000000,0.1112000000
"Kepler-1149 b",0.876000,1.27000000,0.0466000000
"Kepler-637 b",1.240000,2.33800000,0.1661900000
"Kepler-686 b",0.893000,11.77000000,0.0258000000
"KOI-142 b",0.900000,3.79600000,0.0958600000
"Kepler-143 b",1.037000,1.82000000,0.1239000000
"Kepler-144 c",1.012000,1.10000000,0.0935000000
"Kepler-375 b",1.238000,2.50000000,0.1007000000
"Kepler-326 c",1.593000,2.79000000,0.0528000000
"Kepler-1616 b",1.762000,1.34000000,0.0731800000
"Kepler-1800 b",1.460000,1.33000000,0.0519000000
"Kepler-816 b",0.784000,9.41000000,0.0893000000
"Kepler-1329 b",0.648000,2.05000000,0.0747000000
"Kepler-1146 b",0.757000,1.35000000,0.0324000000
"Kepler-1907 b",0.780000,0.83000000,0.0570000000
"Kepler-118 b",0.978000,1.67000000,0.0715000000
"Kepler-1802 b",0.637000,1.71000000,0.0662000000
"Kepler-1191 b",0.815000,1.52000000,0.0597000000
"Kepler-172 c",1.007000,2.35000000,0.0652000000
"Kepler-1113 b",0.978000,2.32000000,0.2323000000
"Kepler-424 b",0.920000,7.10000000,0.0410000000
"Kepler-230 c",0.798000,2.12000000,0.3764000000
"Kepler-196 b",1.501000,3.68000000,0.1441000000
"Kepler-1440 b",1.073000,1.39000000,0.2245000000
"Kepler-334 d",1.068000,1.41000000,0.1680000000
"Kepler-1120 b",0.807000,1.51000000,0.0369000000
"Kepler-423 b",0.908000,12.43000000,0.0378000000
"K2-3 c",0.600000,1.69000000,0.1414000000
"Kepler-1320 b",0.729000,1.71000000,0.0164000000
"Kepler-529 b",1.189000,2.10000000,0.0309000000
"Kepler-799 b",0.930000,7.00000000,0.5160000000
"TOI-1467 b",0.456500,1.67599550,0.0495000000
"Kepler-112 c",1.150000,3.70000000,0.1800000000
"Kepler-403 c",1.111000,1.43000000,0.2900000000
"Kepler-887 c",1.299000,1.12000000,0.0797000000
"Kepler-230 b",0.773000,3690.88900000,0.1843000000
"Kepler-1249 b",0.967000,1.82000000,0.1670000000
"Kepler-1983 b",0.750000,3.70000000,0.0670000000
"Kepler-164 d",1.022000,2.20300000,0.1869500000
"Kepler-188 c",1.089000,2.96000000,0.0638000000
"Kepler-276 b",1.046000,2.87000000,0.1190000000
"Kepler-1002 b",1.320000,1.50000000,0.0550000000
"Kepler-878 b",0.762000,1.87000000,0.1540000000
"Kepler-106 b",1.012000,0.79000000,0.0648000000
"Kepler-826 b",1.257000,1.37000000,0.0528000000
"Kepler-1362 b",0.688000,2.43000000,0.4600000000
"Kepler-301 d",0.881000,1.66000000,0.1103000000
"Kepler-278 c",2.935000,3.36000000,0.2938000000
"Kepler-1255 b",0.960000,2.02000000,0.2171000000
"Kepler-276 b",0.974000,2.73000000,0.1159000000
"Kepler-361 b",1.175000,1.29000000,0.0833000000
"Kepler-155 b",0.620000,2.09000000,0.0560000000
"Kepler-1189 b",1.100000,1.23000000,0.0470000000
"Kepler-700 b",0.860000,5.40000000,0.3610000000
"TOI-1799 b",0.953600,1.42238884,0.0710000000
"Kepler-404 c",0.771000,1.46200000,0.1120000000
"Kepler-922 b",0.907000,1.35700000,0.0179500000
"Kepler-176 d",0.891000,2.51000000,0.1630000000
"Kepler-1199 b",1.055000,1.08000000,0.1155000000
"Kepler-858 b",1.006000,5.41000000,0.3355000000
"Kepler-1744 b",0.920000,3.50000000,0.2220000000
"Kepler-444 b",0.752000,0.40300000,0.0417800000
"Kepler-361 c",1.472000,2.80600000,0.3008400000
"Kepler-1047 b",0.958000,1.79000000,0.2855000000
"Kepler-1859 c",1.068000,1.32000000,0.0464000000
"Kepler-769 b",1.176000,2.47000000,0.0778000000
"Kepler-741 b",1.032000,2.48000000,0.0740000000
"HATS-51 b",1.440000,15.80469000,0.0463900000
"Kepler-288 b",1.068000,1.64000000,0.0638000000
"Kepler-1726 b",0.884000,2.44000000,0.1295000000
"Kepler-1313 b",1.671000,3.56000000,0.0454000000
"K2-155 b",0.526000,1.55000000,0.0546000000
"Kepler-193 c",1.012000,2.54100000,0.2727100000
"Kepler-354 d",0.674000,1.24000000,0.1460000000
"Kepler-1852 b",0.826000,1.88000000,0.0762000000
"Kepler-372 b",1.159000,1.43000000,0.0747000000
"Kepler-1666 b",1.031000,2.57000000,0.1761000000
"Kepler-356 b",1.108000,1.30000000,0.0556000000
"Kepler-174 b",0.622000,1.96000000,0.1000000000
"Kepler-508 b",1.768000,2.36000000,0.1827000000
"Kepler-231 c",0.551000,1.93000000,0.1170000000
"Kepler-612 b",0.820000,2.48000000,0.0460000000
"Kepler-801 b",0.597000,2.05000000,0.0850000000
"Kepler-313 c",1.483000,2.31000000,0.2027000000
"Kepler-172 e",1.007000,2.41000000,0.2030000000
"K2-16 b",0.670000,1.96000000,0.0669600000
"WASP-145 A b",0.680000,10.08810000,0.0261000000
"Kepler-1173 b",0.750000,0.84000000,0.0150000000
"Kepler-656 b",0.780000,2.60000000,0.0220000000
"Kepler-1921 c",2.000000,1.41000000,0.0454000000
"Kepler-823 b",1.183000,1.95000000,0.0523000000
"Kepler-711 b",0.700000,3.00000000,0.1440000000
"Kepler-877 b",0.948000,2.50000000,0.1301000000
"Kepler-508 b",1.066000,1.57000000,0.1700000000
"Kepler-1847 b",0.964000,1.93000000,0.0989000000
"Kepler-397 c",0.682000,5.70000000,0.4663000000
"Kepler-245 e",0.800000,1.72000000,0.0390000000
"KOI-7368 b",0.827000,3.94000000,0.0678000000
"NGTS-25 b",0.860000,11.46678726,0.0388000000
"Kepler-442 b",0.653000,1.56000000,0.3930000000
"Kepler-126 b",1.358000,1.52000000,0.0990000000
"Kepler-370 c",0.874000,1.91000000,0.1381000000
"Kepler-632 b",0.918000,2.42000000,0.1813000000
"HAT-P-43 b",1.103000,14.35900000,0.0443000000
"Kepler-1753 b",0.777000,2.27000000,0.1179000000
"Kepler-1388 e",0.523000,2.09000000,0.1793000000
"K2-85 b",0.675849,1.37000000,0.0130000000
"Kepler-906 b",1.060000,2.40000000,0.2450000000
"Kepler-260 c",0.900000,1.69000000,0.3400000000
"Kepler-1409 b",0.753000,0.96300000,0.0155300000
"Kepler-883 b",0.945000,1.53000000,0.1020000000
"Kepler-544 b",1.040000,1.97000000,0.1570000000
"Kepler-193 b",1.456000,3.04000000,0.1022000000
"Kepler-2000 b",0.560000,2.59000000,0.0565000000
"TrES-3 b",0.802000,14.51565500,0.0226000000
"WASP-2 b",0.840000,12.00483900,0.0314000000
"Kepler-307 c",1.084000,3.21000000,0.1081000000
"Kepler-1665 b",0.787000,2.31000000,0.0928000000
"HATS-77 b",0.642800,13.05846252,0.0360700000
"Kepler-124 d",0.657000,1.26000000,0.1733000000
"Kepler-1211 b",0.969000,2.69000000,0.0985000000
"TOI-1266 b",0.423200,2.52000000,0.0730000000
"Kepler-19 b",0.857000,2.53000000,0.0840000000
"Kepler-400 c",1.145000,1.49000000,0.1340000000
"Kepler-1698 b",0.747000,180.72000000,0.0199000000
"Kepler-778 b",0.788000,1.72000000,0.0453000000
"Kepler-289 b",1.598000,3.41000000,0.2182000000
"Kepler-491 b",1.055000,9.16000000,0.0524000000
"Kepler-378 b",0.670000,0.98000000,0.1117000000
"Kepler-1304 b",1.087000,2.94000000,0.1202000000
"WASP-89 b",0.880000,11.65736000,0.0427000000
"Kepler-200 c",1.277000,1.99000000,0.0934000000
"Kepler-1439 b",0.380000,1.30000000,0.0579000000
"Kepler-1576 b",1.235000,1.15000000,0.0727000000
"Kepler-27 b",0.863000,4.94000000,0.1201000000
"Kepler-1048 b",0.585000,1.36000000,0.0590000000
"Kepler-1365 b",1.104000,0.92000000,0.0750000000
"Kepler-318 c",0.939000,3.48000000,0.1033000000
"TOI-4734 b",1.857000,10.91754720,0.0740000000
"Kepler-598 b",0.846000,1.44500000,0.0448700000
"Kepler-972 b",1.240000,4.67000000,0.0734000000
"Kepler-841 b",1.659000,10.30000000,0.4790000000
"Kepler-750 b",1.168000,2.95000000,0.0926000000
"Kepler-930 b",1.470000,2.80000000,0.3490000000
"TOI-1248 b",0.868600,6.80848590,0.0510000000
"Kepler-155 c",0.606000,2.29000000,0.2370000000
"Kepler-603 d",1.247000,1.81000000,0.0666000000
"Kepler-173 c",0.935000,2.36000000,0.0725000000
"Kepler-1369 b",1.093000,2.99000000,0.1741000000
"Kepler-60 c",1.448000,2.11000000,0.0871000000
"Qatar-9 b",0.696000,11.30988100,0.0234000000
"Kepler-1069 b",1.230000,2.21000000,0.1660000000
"WASP-14 b",1.306000,14.35872900,0.0358000000
"Kepler-1206 b",0.757000,1.58000000,0.0201000000
"K2-65 b",0.840000,1.58000000,0.1014000000
"Kepler-606 b",1.031000,2.78000000,0.1693000000
"Kepler-7 b",1.843000,16.56700000,0.0622400000
"Kepler-373 b",0.870000,1.47000000,0.0610000000
"Kepler-1153 b",0.810000,1.51000000,0.0280000000
"Kepler-462 c",1.790000,4.52000000,0.7584000000
"Kepler-423 b",0.930000,12.40000000,0.0380000000
"Kepler-993 b",0.410000,2.22000000,0.1165000000
"Kepler-194 c",0.983000,2.54100000,0.1282600000
"Kepler-218 b",1.052000,1.72000000,0.0459000000
"Kepler-166 c",0.759000,2.49000000,0.1931000000
"Kepler-100 d",1.474000,1.55000000,0.2143000000
"Kepler-915 b",1.459000,1.53800000,0.0565500000
"Kepler-61 b",0.596000,2.17000000,0.2523000000
"Kepler-1979 b",0.938000,5.28000000,0.1383000000
"Kepler-461 b",0.951000,2.69000000,0.0821000000
"Kepler-333 b",0.598000,1.34000000,0.0896000000
"Kepler-175 c",0.950000,2.60000000,0.2090000000
"Kepler-1307 b",1.065000,2.39000000,0.1369000000
"Kepler-775 b",0.832000,1.19000000,0.0187000000
"Kepler-1756 b",0.767000,1.34000000,0.0313000000
"Kepler-283 b",0.720000,3.44000000,0.0885200000
"Kepler-498 b",1.110000,3.46000000,0.0897000000
"Kepler-7 b",1.984000,17.48400000,0.0631700000
"Kepler-127 d",1.359000,2.54000000,0.2799000000
"Kepler-114 c",0.540000,1.28000000,0.0648000000
"Kepler-1964 b",0.710000,14.68000000,0.0320000000
"Kepler-371 b",1.258000,2.30300000,0.1995700000
"Kepler-1340 b",0.937000,0.98000000,0.0151000000
"OGLE-TR-10 b",1.000000,13.89916000,0.0416200000
"K2-273 b",0.850000,3.05000000,0.0729000000
"TOI-159 b",1.620000,18.18000000,0.0560000000
"Kepler-169 e",0.763000,2.20000000,0.1050000000
"Kepler-828 b",0.727000,1.40000000,0.0124000000
"Kepler-1578 b",1.023000,1.24000000,0.0252000000
"Kepler-516 b",1.744000,4.97000000,0.1887000000
"Kepler-1763 b",1.259000,0.98000000,0.0257000000
"Kepler-1667 b",2.562000,6.63000000,0.4256000000
"Kepler-139 b",1.200000,2.73000000,0.1249000000
"Kepler-198 c",0.855000,2.44000000,0.2596000000
"Kepler-1352 b",1.133000,0.81000000,0.0300000000
"Kepler-400 c",1.146000,1.50000000,0.1343000000
"TOI-2368 b",0.846000,10.83908434,0.0564900000
"Kepler-919 b",1.025000,1.93000000,0.0981000000
"Kepler-1241 b",0.836000,2.73000000,0.1334000000
"Kepler-1309 b",0.785000,2.27000000,0.1679000000
"Kepler-910 b",1.491000,0.80000000,0.0375200000
"Kepler-320 c",1.040000,1.41000000,0.1379000000
"Kepler-1485 b",1.092000,1.41000000,0.1467000000
"TOI-4588 b",4.240000,8.28000000,0.1376000000
"Kepler-1396 b",1.030000,1.49000000,0.1400000000
"Kepler-32 f",0.524000,0.86000000,0.0130000000
"Kepler-473 b",1.624000,5.04000000,0.1176000000
"Kepler-206 d",1.185000,1.19000000,0.1630000000
"Kepler-103 b",1.436000,3.14000000,0.1280000000
"Kepler-480 b",1.168000,2.43000000,0.0600000000
"HIP 94235 b",1.080000,3.00000000,0.0787000000
"Kepler-352 c",0.726000,1.21200000,0.1169300000
"Kepler-156 c",0.769000,2.51000000,0.1150000000
"Kepler-554 b",0.825000,3.92000000,0.0294000000
"Kepler-763 d",0.843000,1.67000000,0.0634000000
"Kepler-929 b",0.920000,1.12000000,0.0180000000
"Kepler-493 b",1.167000,11.42000000,0.0439000000
"Kepler-290 c",0.700000,2.53000000,0.2010000000
"Kepler-31 d",1.163000,4.06000000,0.4090000000
"Kepler-398 c",0.635000,0.99000000,0.0871000000
"Kepler-397 b",0.767000,2.46000000,0.1440000000
"Kepler-165 c",0.770000,2.23000000,0.1100000000
"Kepler-416 b",1.022000,2.71000000,0.0658000000
"Kepler-1172 b",0.899000,3.26000000,0.1716000000
"Kepler-1787 b",0.925000,2.14000000,0.2270000000
"Kepler-187 b",1.287000,1.41000000,0.0590000000
"Kepler-300 c",0.881000,2.15000000,0.2293000000
"Kepler-1734 b",0.970000,2.12000000,0.0714000000
"CoRoT-27 b",1.080000,11.28746300,0.0467000000
"Kepler-176 b",0.877000,1.41000000,0.0568000000
"Kepler-234 b",1.171000,3.97500000,0.0396400000
"Kepler-155 c",0.539000,1.87000000,0.2262000000
"Kepler-521 b",1.699000,3.71000000,0.1655000000
"WASP-99 b",1.760000,12.32990000,0.0717000000
"Kepler-344 c",0.958000,2.89000000,0.4806000000
"Kepler-341 b",1.010000,1.25000000,0.0590000000
"Kepler-289 e",1.115000,2.94000000,0.9342000000
"Kepler-1066 b",1.050000,2.55000000,0.0284000000
"Kepler-538 b",0.862000,2.15700000,0.3535500000
"Kepler-383 c",0.699000,1.39000000,0.1709000000
"Kepler-1311 b",1.236000,1.06000000,0.0979000000
"Kepler-909 b",1.128000,1.38000000,0.1200000000
"Kepler-1867 b",0.840000,0.70000000,0.0890000000
"KOI-134 b",1.744000,12.10000000,0.3582000000
"Kepler-364 b",1.173000,1.45000000,0.1812000000
"Kepler-286 e",0.908000,1.79000000,0.1857000000
"Kepler-392 c",1.403000,1.31000000,0.0967000000
"Kepler-472 b",0.776000,3.07000000,0.0483000000
"Kepler-374 d",1.341000,1.91000000,0.0581000000
"Kepler-1367 b",0.546000,0.85000000,0.0220000000
"Kepler-382 b",0.935000,1.46000000,0.0548000000
"Kepler-426 b",0.920000,12.22000000,0.0414000000
"Kepler-829 b",0.794000,1.69000000,0.0678000000
"Kepler-1232 b",0.773000,1.65900000,0.1654500000
"Kepler-937 b",1.079000,3.27000000,0.3212000000
"TOI-1438 b",0.820000,3.04000000,0.0553000000
"Kepler-1385 b",0.850000,0.56000000,0.0390000000
"K2-147 b",0.554000,1.38000000,0.0159000000
"Kepler-338 c",1.510000,2.14000000,0.1700000000
"Kepler-758 d",1.518000,2.25600000,0.1527000000
"Kepler-1228 b",0.727000,1.48400000,0.0118600000
"Kepler-132 c",1.038000,1.23400000,0.0659600000
"Kepler-1162 b",0.800000,2.00000000,0.1930000000
"Kepler-830 b",1.176000,1.74000000,0.1033000000
"TOI-3568 b",0.719000,5.30000000,0.0485000000
"Kepler-1493 b",1.382000,1.77000000,0.1197000000
"Kepler-11 d",1.046000,3.26000000,0.1528000000
"Kepler-1965 b",0.837000,1.25000000,0.2301000000
"Kepler-338 e",1.735000,1.76000000,0.0906000000
"Kepler-172 d",1.007000,2.21000000,0.1132000000
"Kepler-677 b",0.989000,5.31000000,0.0670000000
"Kepler-84 b",1.022000,2.75000000,0.0831000000
"Kepler-341 c",1.010000,1.87000000,0.0790000000
"WASP-5 b",1.029000,12.18400000,0.0267000000
"TOI-4638.01",0.895000,2.93300000,0.0930130000
"Kepler-1083 b",0.745000,3.22000000,0.1898000000
"Kepler-603 c",0.906000,5.80000000,0.4942000000
"Kepler-711 b",0.721000,3.07000000,0.1429000000
"Kepler-1276 b",1.169000,1.09000000,0.1072000000
"Kepler-1357 b",0.893000,1.22000000,0.0410000000
"Kepler-325 c",0.810000,2.74400000,0.1037800000
"Kepler-1591 b",0.906000,0.95000000,0.0794000000
"Kepler-169 f",0.939000,3.12000000,0.3644000000
"Kepler-1322 c",0.802000,1.64000000,0.0651000000
"Kepler-325 d",0.982000,3.01000000,0.2157000000
"Kepler-1492 b",1.802000,3.69000000,0.1262000000
"NGTS-4 b",0.840000,3.18000000,0.0190000000
"Kepler-1037 b",1.002000,1.61000000,0.0198000000
"Kepler-1475 b",0.954000,2.20000000,0.3730000000
"Kepler-68 c",1.243000,0.92000000,0.0907000000
"Kepler-1805 b",0.460000,1.01000000,0.0652000000
"Kepler-134 c",1.176000,1.26000000,0.0920000000
"Kepler-169 d",1.860000,3.76000000,0.0780000000
"Kepler-1386 b",1.176000,1.48000000,0.0680000000
"Kepler-1035 b",0.992000,1.38000000,0.0386000000
"Kepler-324 e",0.803000,1.52000000,0.1096000000
"Kepler-332 c",0.861000,1.30000000,0.1155000000
"Kepler-249 c",0.420000,1.27000000,0.0551000000
"Kepler-1401 b",0.898000,1.70000000,0.0975000000
"Kepler-1514 b",2.274000,22.02000000,0.7308000000
"Kepler-789 b",0.988000,2.10000000,0.0836000000
"KOI-3503 c",1.255000,1.18500000,0.1868800000
"Kepler-1264 b",0.990000,1.25000000,0.0190000000
"Kepler-115 b",1.205000,1.09000000,0.0360000000
"Kepler-9 c",1.012000,8.22000000,0.2290000000
"Kepler-471 b",1.271000,10.53000000,0.0629000000
"Kepler-411 b",0.720000,2.20000000,0.0377000000
"Kepler-271 b",0.853000,1.22000000,0.0881000000
"Kepler-467 b",1.317000,2.29000000,0.1651000000
"K2-15 b",0.780000,2.84000000,0.0946000000
"Kepler-466 b",0.991000,2.86000000,0.2730000000
"Kepler-1172 b",0.899000,3.26000000,0.1716000000
"Kepler-586 b",0.976000,2.96000000,0.0331000000
"Kepler-1783 b",1.781000,2.38000000,0.0770000000
"Kepler-296 c",0.480000,2.00000000,0.0521000000
"Kepler-1371 b",0.721000,0.70000000,0.0393000000
"K2-291 b",0.899000,1.58900000,0.0326100000
"K2-4 b",0.435000,1.69000000,0.0715000000
"Kepler-383 c",0.722000,1.47000000,0.1734000000
"Kepler-284 c",0.814000,2.61000000,0.2130000000
"Kepler-1979 b",0.938000,29.33000000,0.1383000000
"Kepler-1382 b",1.007000,1.08000000,0.1307000000
"Kepler-5 b",2.020000,17.40000000,0.0520000000
"Kepler-247 d",0.791000,5.00000000,0.1408000000
"Kepler-213 c",1.195000,2.34000000,0.0570000000
"KOI-2513.01",1.036000,103.23000000,0.1412000000
"Kepler-627 b",1.362000,3.36000000,0.2327000000
"Kepler-950 b",0.793000,6.97000000,0.3993000000
"Kepler-186 b",0.460000,1.05000000,0.0379000000
"HATS-44 b",0.847000,11.96000300,0.0364900000
"K2-21 c",0.646783,2.49000000,0.1070000000
"Kepler-271 b",0.895000,1.32000000,0.0875000000
"Kepler-793 b",1.047000,1.51000000,0.0491000000
"Kepler-1987 c",0.729000,1.47000000,0.0427000000
"K2-30 b",0.920000,12.30000000,0.0489000000
"Kepler-166 b",0.771000,2.42500000,0.0708900000
"Kepler-87 b",1.699000,12.28000000,0.4572000000
"Kepler-327 d",0.506000,2.04000000,0.0909000000
"Kepler-132 b",1.408000,2.17000000,0.0664000000
"Kepler-319 d",1.490000,4.30000000,0.1940000000
"Kepler-952 b",1.015000,7.91000000,0.5183000000
"Kepler-1016 c",0.953000,3.50000000,0.4428000000
"CoRoT-13 b",1.274000,14.03366800,0.0510000000
"Kepler-1181 c",1.347000,1.83000000,0.0928000000
"Kepler-1624 b",0.189000,2.27000000,0.0238000000
"Kepler-1433 b",1.045000,1.33000000,0.0523000000
"Kepler-310 d",0.900000,2.50000000,0.3970000000
"Kepler-202 b",0.667000,1.63000000,0.0450000000
"Kepler-1102 b",1.119000,3.13000000,0.2731000000
"Kepler-599 b",0.837000,2.55000000,0.1128000000
"K2-225 b",1.700000,3.49000000,0.1340000000
"Kepler-195 c",0.786000,1.71000000,0.1969000000
"K2-57 b",0.671000,2.30905002,0.0752000000
"K2-27 b",1.030000,5.36000000,0.0703000000
"Kepler-849 b",1.727000,7.79000000,1.1088000000
"Kepler-143 b",1.314000,2.31000000,0.1235700000
"Kepler-1226 b",0.959000,1.36000000,0.1323000000
"HAT-P-50 b",1.698000,14.43719200,0.0452700000
"Kepler-760 c",1.119000,2.01000000,0.0347000000
"Kepler-366 c",1.048000,1.79000000,0.1100000000
"Kepler-914 b",1.149000,1.32000000,0.0546000000
"Kepler-753 b",0.520000,1.52000000,0.0508000000
"Kepler-785 b",0.618000,9.86000000,0.0270000000
"Kepler-323 b",1.120000,1.38100000,0.0277800000
"Kepler-863 b",0.929000,2.87000000,0.1220000000
"Kepler-49 e",0.510000,1.30000000,0.1119000000
"Kepler-590 b",1.013000,3.51000000,0.0647000000
"Kepler-26 b",0.530000,2.89000000,0.0854000000
"Kepler-1351 b",0.614000,0.60000000,0.0156000000
"Kepler-111 c",1.160000,7.34000000,0.7630000000
"CoRoT-8 b",0.802000,6.93837100,0.0636000000
"Kepler-85 e",0.893000,1.27000000,0.1630000000
"Kepler-8 b",1.486000,15.87194400,0.0474000000
"Kepler-515 b",1.000000,1.75000000,0.1443000000
"Kepler-217 b",1.689000,2.12000000,0.0626000000
"Kepler-1207 b",1.026000,1.53000000,0.1156000000
"Kepler-1713 b",1.447000,1.75000000,0.1474000000
"Qatar-4 b",0.849000,12.72221500,0.0280300000
"HAT-P-54 b",0.617000,10.58129600,0.0412200000
"Kepler-346 c",1.001000,3.30000000,0.1658000000
"Kepler-1929 b",4.015000,6.06000000,0.3540000000
"Kepler-115 b",1.075000,0.99000000,0.0351000000
"Kepler-238 f",1.384000,2.67000000,0.2747000000
"Kepler-310 c",0.876000,3.38000000,0.2810000000
"Kepler-947 b",0.905000,2.40000000,0.1773000000
"Kepler-168 c",1.107000,2.69000000,0.1160000000
"Kepler-1921 b",2.060000,2.37000000,0.1586500000
"Kepler-1067 c",0.934000,1.48000000,0.0601000000
"Kepler-616 b",0.977000,2.48000000,0.0927000000
"Kepler-250 d",0.805000,2.18000000,0.1270000000
"Kepler-657 b",0.910000,3.17000000,0.1654000000
"Kepler-942 b",0.708000,2.02000000,0.2245000000
"TOI-163 b",1.648000,16.69020100,0.0580000000
"TOI-3693 b",0.791000,12.59889431,0.0813000000
"Kepler-1514 b",1.167000,11.17000000,0.7545000000
"Kepler-267 d",0.460000,1.87000000,0.1415000000
"Kepler-332 b",0.720000,1.17000000,0.0700000000
"Kepler-1651 b",0.316000,1.76000000,0.0619000000
"Kepler-187 c",1.099000,2.58000000,0.0913000000
"Kepler-405 b",0.870000,2.34000000,0.0935000000
"Kepler-1797 b",1.009000,2.98000000,0.1637000000
"Kepler-50 b",1.880000,2.20000000,0.0820000000
"Kepler-1530 d",1.303000,5.50000000,0.0865000000
"Kepler-450 c",1.570000,2.49000000,0.1332000000
"Kepler-688 b",0.810000,7.70000000,0.0470000000
"Kepler-1842 b",1.131000,2.34000000,0.1160000000
"Kepler-1497 b",0.998000,1.69000000,0.0832000000
"XO-2 N b",0.990000,11.13053700,0.0368000000
"Kepler-237 c",0.759000,2.35800000,0.0742200000
"Kepler-1423 b",1.781000,2.62000000,0.1586000000
"Kepler-528 b",1.099000,2.10000000,0.1409000000
"Kepler-1173 b",0.771000,0.85400000,0.0156000000
"Kepler-49 b",0.539000,2.25000000,0.0595000000
"Kepler-1474 b",1.147000,2.44000000,0.2233000000
"Kepler-1321 d",0.600000,2.70000000,0.0530000000
"Kepler-995 b",0.792000,2.70000000,0.1645000000
"Kepler-882 b",0.693000,0.96000000,0.0451000000
"Kepler-561 b",0.953000,7.04000000,0.2918000000
"Kepler-598 c",0.846000,2.74400000,0.3667200000
"Kepler-164 d",1.097000,2.70000000,0.1826000000
"HATS-43 b",0.812000,13.22662000,0.0494400000
"Kepler-669 b",1.103000,4.46000000,0.0529000000
"Kepler-217 d",1.356000,1.25000000,0.0540000000
"Kepler-838 b",1.010000,2.53000000,0.1270000000
"Kepler-233 c",0.788000,2.72000000,0.2884000000
"Kepler-249 c",0.420000,1.27000000,0.0551000000
"Kepler-113 c",0.745000,2.66200000,0.0779600000
"Kepler-1122 b",0.857000,2.01000000,0.2335000000
"Kepler-1052 b",0.848000,2.40000000,0.2046000000
"TOI-7384 b",0.319000,3.56000000,0.0439000000
"Kepler-1894 b",0.860000,1.21000000,0.0380000000
"K2-119 b",0.679343,2.29000000,0.0700000000
"HD 73583 b",0.677000,2.84000000,0.0599500000
"Kepler-219 d",1.332000,2.56000000,0.2709000000
"Kepler-124 c",0.636000,1.75000000,0.1000000000
"Kepler-190 b",0.740000,1.51000000,0.0290000000
"Kepler-170 b",0.990000,2.94000000,0.0800000000
"Kepler-681 b",0.763000,3.07000000,0.1635000000
"HAT-P-15 b",1.080000,12.01600000,0.0964000000
"Wolf 327 b",0.406000,1.24000000,0.0100000000
"Kepler-301 d",0.881000,1.96000000,0.1103000000
"Kepler-879 b",0.990000,2.32000000,0.1990000000
"Kepler-1762 b",1.298000,2.74000000,0.2048000000
"Kepler-549 b",0.856000,2.66000000,0.2264000000
"Kepler-229 c",0.742000,5.27000000,0.1165000000
"Kepler-1567 b",0.903000,2.67000000,0.5520000000
"Kepler-962 b",0.696000,1.59000000,0.0933000000
"Kepler-103 b",1.487000,3.25700000,0.1294500000
"Kepler-224 e",0.699000,2.00000000,0.1259000000
"HD 118203 b",2.040000,12.77823800,0.0713000000
"CoRoT-3 b",1.560000,11.32109000,0.0574000000
"Kepler-882 b",0.693000,0.96000000,0.0451000000
"Kepler-780 b",1.099000,0.97000000,0.0149000000
"Kepler-1013 b",1.643000,4.70000000,0.1370000000
"Kepler-1898 b",1.125000,0.93000000,0.0522000000
"Kepler-1191 b",0.780000,1.38000000,0.0590000000
"Kepler-1675 b",1.090000,2.73000000,0.3235000000
"TOI-4465 b",1.014000,14.01122587,0.4160000000
"Kepler-985 b",0.792000,2.80200000,0.4466400000
"Kepler-238 d",0.900000,2.30000000,0.1080000000
"Kepler-1835 b",1.000000,2.70000000,0.1020000000
"Kepler-971 b",0.818000,2.08900000,0.0867900000
"Kepler-133 b",1.425000,1.76000000,0.0830000000
"Kepler-166 d",0.771000,1.60200000,0.0244900000
"Kepler-390 b",0.750000,0.84000000,0.0660000000
"Kepler-793 b",1.047000,1.44000000,0.0491000000
"Kepler-342 e",1.178000,0.83000000,0.0290000000
"Kepler-342 b",1.363000,2.10300000,0.1279800000
"Kepler-377 c",1.172000,2.02500000,0.1787700000
"Kepler-1749 b",0.540000,1.25000000,0.0970000000
"K2-180 b",0.720000,2.52000000,0.0734000000
"Kepler-1423 b",1.781000,2.62000000,0.1586000000
"Kepler-1885 b",0.800000,2.60000000,0.0350000000
"Kepler-617 b",0.502000,1.37000000,0.0220000000
"Kepler-289 c",1.000000,11.59000000,0.5100000000
"Kepler-222 b",0.869000,3.16000000,0.0480000000
"Kepler-1802 c",0.608000,1.88000000,0.1723000000
"TOI-1296 b",1.664000,13.79825524,0.0497000000
"Kepler-133 c",1.400000,2.72000000,0.1951000000
"XO-5 b",1.130000,12.78000000,0.0515000000
"Kepler-42 d",0.681000,3.08000000,0.0250000000
"TOI-4504 b",0.920000,2.69100000,0.0339200000
"Kepler-229 b",0.706000,2.28800000,0.0619000000
"Kepler-57 c",0.740000,1.58000000,0.0950000000
"Kepler-229 d",0.742000,3.62000000,0.2183000000
"Kepler-1238 b",1.417000,1.93000000,0.0541000000
"TOI-1452 b",0.275000,1.67200000,0.0610000000
"Kepler-1138 b",0.843000,1.69000000,0.0415000000
"Kepler-184 c",0.860000,2.04000000,0.1391000000
"Kepler-33 d",1.609000,4.52900000,0.1626200000
"Kepler-269 b",0.959000,2.47000000,0.0610000000
"Kepler-1850 b",0.587000,0.54000000,0.0205000000
"Kepler-141 b",0.778000,0.66400000,0.0399300000
