pl_name,st_rad,pl_rade,pl_orbsmax
"Kepler-1989 b",1.060000,4.42000000,0.0918000000
"Kepler-784 b",1.791000,2.24000000,0.1997000000
"Kepler-1390 b",0.840000,1.10000000,0.0670000000
"Kepler-917 b",0.751000,1.85000000,0.0378000000
"Kepler-359 d",1.086000,4.01000000,0.3720000000
"CoRoT-10 b",0.790000,10.87000000,0.1055000000
"Kepler-615 b",0.640000,2.08000000,0.0810000000
"Kepler-833 b",0.540000,1.75000000,0.1139000000
"Kepler-82 d",0.928000,1.77000000,0.0345000000
"Kepler-705 b",0.470000,1.96000000,0.2261000000
"Kepler-1220 b",0.908000,1.37000000,0.0685000000
"Kepler-549 d",0.850000,4.20000000,0.1570000000
"KOI-351 b",1.200000,1.31000000,0.0740000000
"HAT-P-43 b",1.080000,13.63000000,0.0444000000
"Kepler-100 d",1.526000,1.53600000,0.2174700000
"Kepler-1565 b",0.726000,1.18000000,0.0240000000
"Kepler-655 b",1.137000,2.48000000,0.2698000000
"Kepler-160 b",1.045000,2.15400000,0.0519000000
"Kepler-992 b",0.719000,1.59100000,0.1337200000
"Kepler-274 b",1.008000,1.80000000,0.1002000000
"WASP-59 b",0.613000,8.68700000,0.0697000000
"Kepler-43 b",1.201000,10.56000000,0.0440000000
"Kepler-1894 c",0.901000,1.23000000,0.0576000000
"K2-38 c",1.060000,2.29000000,0.0951400000
"WASP-174 b",1.347000,16.10730527,0.0550300000
"HIP 29442 c",0.980000,1.55100000,0.0451800000
"Kepler-786 b",0.725000,2.39000000,0.2554000000
"Kepler-185 b",0.803000,1.13000000,0.0253000000
"Kepler-534 c",0.965000,1.11000000,0.0761000000
"Kepler-17 b",1.050000,14.90797000,0.0268000000
"Kepler-107 e",1.411000,3.45000000,0.1230000000
"Kepler-67 b",0.980000,3.80000000,0.1220000000
"Kepler-244 b",0.802000,2.87000000,0.0497000000
"Kepler-799 b",1.593000,11.21000000,0.5167000000
"Kepler-1269 b",1.588000,2.50000000,0.2260000000
"Kepler-197 d",1.120000,1.15000000,0.1194000000
"TIC 172900988 b",1.384600,11.24000000,0.8676200000
"Kepler-257 d",0.973000,5.67000000,0.1582000000
"Kepler-59 b",1.338000,1.35300000,0.0994300000
"Kepler-762 b",1.098000,13.01000000,0.0486000000
"TOI-1235 b",0.630000,1.73800000,0.0384500000
"Kepler-240 b",0.766000,1.54000000,0.0474000000
"Kepler-1205 b",0.985000,1.75000000,0.0196000000
"K2-36 b",0.718000,1.43000000,0.0223000000
"TIC 257060897 b",1.820000,16.70138124,0.0510000000
"Kepler-642 b",1.155000,1.99000000,0.0557000000
"TOI-470 b",0.831000,4.34000000,0.1190000000
"Kepler-1201 b",1.005000,1.92000000,0.1183000000
"Kepler-384 b",1.617000,1.98600000,0.1500900000
"Kepler-1192 b",0.870000,2.20000000,0.1670000000
"Kepler-496 b",0.685000,1.97000000,0.0732000000
"Kepler-1398 b",1.276000,1.00300000,0.0390900000
"Kepler-444 e",0.593000,0.42000000,0.0653000000
"Kepler-139 c",1.200000,2.81000000,0.5781000000
"Kepler-1905 b",0.910000,1.14000000,0.0445000000
"Kepler-172 c",0.970000,2.50000000,0.0640000000
"Kepler-319 d",0.840000,2.14800000,0.1919900000
"Kepler-529 d",0.886000,1.61000000,0.2113000000
"Kepler-929 b",1.572000,1.64100000,0.0198200000
"Kepler-360 c",1.028000,2.11000000,0.0735000000
"Kepler-8 b",1.451000,14.83000000,0.0473000000
"Kepler-1270 b",2.912000,3.01000000,0.0712000000
"Kepler-52 c",0.540000,1.81000000,0.1041000000
"Kepler-1199 b",1.055000,1.08000000,0.1155000000
"Kepler-334 b",1.000000,1.11000000,0.0620000000
"Kepler-82 e",0.928000,2.55000000,0.0632000000
"Kepler-913 c",0.820000,1.43000000,0.0630000000
"Kepler-118 b",0.864000,1.42000000,0.0701000000
"Kepler-235 e",0.480000,1.94000000,0.2014000000
"Kepler-8 b",1.536000,15.70400000,0.0474200000
"Kepler-107 c",1.447000,1.59700000,0.0606400000
"Kepler-1054 b",1.030000,1.99000000,0.0540000000
"Kepler-251 d",1.090000,3.80000000,0.1870000000
"Kepler-656 c",0.956000,1.31000000,0.0600000000
"Kepler-63 b",0.876000,5.57000000,0.0873000000
"Kepler-406 b",0.973000,1.32000000,0.0360000000
"Kepler-1360 b",3.086000,5.92000000,0.2866000000
"Kepler-397 b",0.682000,1.78000000,0.1398000000
"Kepler-384 c",0.910000,1.20000000,0.2287000000
"Kepler-155 c",0.540000,1.76000000,0.2267000000
"Kepler-55 c",0.646000,1.85000000,0.2095000000
"Kepler-859 b",0.714000,2.87000000,0.1343000000
"Kepler-1058 b",0.546000,2.12000000,0.3679000000
"Kepler-133 b",1.340000,2.14000000,0.0800000000
"Kepler-1911 b",1.683000,1.45000000,0.0670000000
"Kepler-318 c",1.470000,4.59000000,0.1053000000
"Kepler-306 c",0.721000,2.14000000,0.0672000000
"WASP-28 b",1.083000,14.01125000,0.0446400000
"TOI-4515 b",0.860000,12.17000000,0.1180000000
"Kepler-619 c",0.964000,1.64000000,0.0225000000
"TOI-2267 b",0.207500,1.00000000,0.0205000000
"Kepler-1782 b",0.734000,2.24000000,0.0582000000
"Kepler-1364 b",1.582000,1.94000000,0.1231000000
"Kepler-1430 b",0.634000,1.03000000,0.0304000000
"Kepler-1431 b",1.040000,1.46000000,0.0648000000
"Kepler-1122 b",0.857000,2.01000000,0.2335000000
"Kepler-395 b",0.556000,1.03000000,0.0610000000
"Kepler-1367 b",0.546000,0.85000000,0.0220000000
"Kepler-223 b",1.030000,1.64000000,0.0730000000
"Kepler-1912 b",1.474000,1.86000000,0.0670000000
"Kepler-228 d",0.972000,3.90000000,0.0992000000
"Kepler-293 c",0.941000,3.81000000,0.2838000000
"Kepler-1233 b",1.150000,2.09000000,0.2640000000
"Kepler-984 b",0.919000,2.06300000,0.2368800000
"Kepler-304 d",0.687000,2.75000000,0.0800000000
"Kepler-220 c",0.685000,1.62800000,0.0764400000
"Kepler-1321 d",0.706000,3.08000000,0.0566000000
"Kepler-184 c",0.873000,1.97000000,0.1410000000
"Kepler-132 d",1.038000,1.39900000,0.1312500000
"Kepler-774 b",1.974000,2.49000000,0.1068000000
"Kepler-968 b",0.572000,1.74000000,0.0389000000
"Kepler-461 b",1.289000,3.64800000,0.0789500000
"Kepler-168 c",1.040000,2.80000000,0.1130000000
"Kepler-1191 b",0.815000,1.52000000,0.0597000000
"Kepler-647 c",1.098000,2.83000000,0.1827000000
"Kepler-1864 b",1.594000,1.04000000,0.0511000000
"Kepler-1647 b",1.790300,11.87390000,2.7205000000
"Kepler-313 c",1.080000,1.96000000,0.1960000000
"Kepler-140 c",1.166000,1.68000000,0.4230000000
"Kepler-276 d",0.950000,2.80000000,0.2650000000
"Kepler-314 b",0.886000,0.84000000,0.0354000000
"Kepler-192 b",0.813000,2.20000000,0.0871000000
"Kepler-243 c",0.811000,1.73000000,0.1406000000
"Kepler-253 d",0.786000,3.17000000,0.1300000000
"Kepler-787 b",0.552000,1.17000000,0.0160000000
"WASP-10 b",0.775000,14.34752000,0.0369000000
"CoRoT-4 b",1.170000,13.34000000,0.0900000000
"Kepler-1187 b",0.949000,2.33000000,0.1401000000
"Kepler-144 b",1.431000,1.59000000,0.0653000000
"Kepler-296 c",0.370000,1.52000000,0.0460000000
"Kepler-576 b",1.218000,4.06000000,0.1892000000
"Kepler-1524 b",1.002000,2.86000000,0.3212000000
"TOI-1782.02",0.669000,1.83900000,0.0257390000
"Kepler-774 b",1.974000,2.49000000,0.1068000000
"Kepler-165 c",0.790000,2.49000000,0.1120000000
"Kepler-340 c",1.846000,3.36000000,0.1770000000
"Kepler-382 b",1.000000,1.35000000,0.0570000000
"K2-199 c",0.680000,2.78000000,0.0668000000
"Kepler-303 b",0.490000,0.87000000,0.0242000000
"Kepler-14 b",2.075000,12.21000000,0.0787000000
"Kepler-1219 b",1.210000,1.66000000,0.1260000000
"Kepler-1237 b",0.888000,2.80000000,0.3778000000
"Kepler-255 b",0.800000,1.61000000,0.0600000000
"Kepler-238 e",1.567000,9.29100000,0.1728600000
"TOI-2411 b",0.680000,1.68000000,0.0144000000
"TOI-1273 b",1.060000,11.09689089,0.0549000000
"Kepler-56 c",4.230000,11.34000000,0.1656000000
"Kepler-1378 b",0.659000,2.10000000,0.0885000000
"Kepler-255 d",0.887000,1.37000000,0.0202000000
"Kepler-1189 b",1.171000,1.79000000,0.0490000000
"Kepler-217 d",1.754000,1.38800000,0.0534000000
"Kepler-746 b",1.061000,1.26000000,0.0437000000
"Kepler-479 b",0.758000,2.01000000,0.0965000000
"Kepler-1679 b",0.899000,2.18000000,0.0892000000
"Kepler-365 b",1.048000,2.04000000,0.0980000000
"Kepler-610 b",0.893000,3.28000000,0.0719000000
"Kepler-903 b",1.577000,3.23000000,0.0908100000
"TOI-4342 c",0.599000,2.41500000,0.0814000000
"Kepler-427 b",1.030000,10.10000000,0.0950000000
"Kepler-1299 b",0.830000,2.45000000,0.1410000000
"Kepler-1397 b",1.716000,2.57800000,0.2586100000
"Kepler-529 c",1.189000,2.55000000,0.1075000000
"Kepler-922 b",0.980000,1.53000000,0.0190000000
"Kepler-194 d",1.025000,2.40000000,0.2750000000
"Kepler-49 d",0.510000,1.54000000,0.0300000000
"Kepler-683 b",0.956000,1.97000000,0.0368000000
"Kepler-194 c",1.005000,2.60000000,0.1294000000
"Kepler-828 b",0.853000,1.55000000,0.0125000000
"Kepler-1213 b",1.040000,1.21000000,0.0620000000
"Kepler-1007 b",0.560000,1.17000000,0.0480000000
"Kepler-635 b",1.260000,2.50000000,0.1670000000
"K2-285 c",0.787000,3.53000000,0.0824000000
"Kepler-764 b",0.847000,1.59000000,0.0722000000
"K2-16 c",0.670000,2.19000000,0.1235000000
"Kepler-1401 b",0.898000,1.37000000,0.0975000000
"Kepler-1792 b",1.005000,3.03000000,0.0488000000
"Kepler-104 d",1.005000,2.61000000,0.2638000000
"Kepler-303 c",0.510000,1.15000000,0.0580000000
"Kepler-517 b",1.063000,2.87000000,0.2880000000
"Kepler-471 b",1.271000,10.53000000,0.0629000000
"Kepler-256 d",0.963000,1.64500000,0.0642700000
"Kepler-1114 b",0.919000,1.50000000,0.1103000000
"Kepler-2001 c",0.770000,1.82000000,0.1084000000
"Kepler-1590 b",1.072000,1.09000000,0.0772000000
"WASP-26 b",1.284000,13.63014400,0.0396600000
"Kepler-733 b",0.880000,2.74000000,0.1483000000
"Kepler-1753 b",0.730000,2.03000000,0.1150000000
"WASP-16 b",0.946000,11.30000000,0.0421000000
"Kepler-547 b",0.738000,4.02000000,0.0580000000
"Kepler-62 f",0.640000,1.41000000,0.7180000000
"WASP-61 b",1.360000,13.89900000,0.0514000000
"Kepler-1941 b",1.171000,1.99000000,0.2092000000
"K2-28 b",0.280000,2.45000000,0.0187000000
"Kepler-570 b",0.865000,2.36000000,0.0497000000
"Kepler-1055 b",0.835000,1.09000000,0.0323000000
"HAT-P-2 b",1.506000,11.24262700,0.0679000000
"HD 152843 c",1.430000,5.94000000,0.1482000000
"K2-111 b",1.250000,1.82000000,0.0565000000
"WASP-28 b",1.094000,13.59700000,0.0446900000
"Kepler-1011 b",0.790000,2.20000000,0.0590000000
"Kepler-1991 c",1.053000,2.57000000,0.1528000000
"Kepler-296 d",0.557000,2.28000000,0.1220000000
"Kepler-263 c",0.785000,2.47000000,0.2420000000
"Kepler-642 b",2.297000,3.95000000,0.0589000000
"Kepler-224 b",0.699000,1.50000000,0.0383000000
"Kepler-907 b",1.327000,1.18000000,0.1236000000
"HD 108236 e",0.877000,3.08300000,0.1367000000
"Kepler-1406 b",1.095000,1.06000000,0.0994000000
"Kepler-42 c",0.160000,3.38000000,0.0059800000
"Kepler-435 b",1.087000,7.47000000,0.0811000000
"Kepler-1747 b",0.865000,4.11000000,0.0660000000
"Kepler-58 e",1.083000,1.61000000,0.0533000000
"Kepler-68 c",1.256400,0.97900000,0.0900800000
"Kepler-943 b",0.822000,5.36000000,0.2561000000
"Kepler-1439 b",0.380000,1.30000000,0.0579000000
"Kepler-301 b",0.900000,1.41000000,0.0360000000
"Kepler-349 b",0.956000,1.92000000,0.0649000000
"Kepler-164 c",1.148000,2.73000000,0.0970000000
"KELT-10 b",1.209000,15.68139100,0.0525000000
"Kepler-94 b",0.745000,3.04500000,0.0337700000
"Kepler-1059 b",0.640000,1.57000000,0.0440000000
"Kepler-114 b",0.654000,1.18000000,0.0520000000
"Kepler-138 d",0.500000,1.26000000,0.1278100000
"Kepler-184 d",0.848000,2.55000000,0.1770000000
"Kepler-402 e",1.264000,1.46000000,0.1020000000
"Kepler-92 c",1.530000,2.60000000,0.1840000000
"TOI-3523 A b",1.448000,15.97279750,0.0355900000
"TOI-1233.01",0.888000,2.72000000,0.1131000000
"Kepler-230 b",0.796000,3791.05000000,0.1890000000
"Kepler-1850 b",0.587000,0.54000000,0.0205000000
"Kepler-1357 b",0.900000,1.26000000,0.0410000000
"K2-233 b",0.710000,1.34300000,0.0330800000
"Kepler-1402 b",0.770000,0.68000000,0.0300000000
"Kepler-276 c",0.889000,2.73200000,0.1861900000
"XO-4 b",1.530000,14.45961000,0.0547500000
"Kepler-685 b",1.106000,9.73000000,0.0265000000
"Kepler-1666 c",1.070000,3.00000000,0.2420000000
"Kepler-26 b",0.577000,3.08000000,0.0900000000
"Kepler-235 d",0.480000,1.99000000,0.1155000000
"Kepler-1514 b",2.274000,22.02000000,0.7308000000
"TOI-904 c",0.527000,2.16700000,0.3120000000
"Kepler-1166 b",0.827000,1.51000000,0.1975000000
"K2-155 b",0.580000,1.80000000,0.0562000000
"Kepler-679 b",0.752000,2.69000000,0.0978000000
"Kepler-1882 b",1.319000,1.16900000,0.1163600000
"TOI-4666 b",0.585000,12.53164042,0.0340000000
"Kepler-277 c",1.692000,2.79000000,0.2095000000
"Kepler-97 b",0.966000,1.60000000,0.0357000000
"Kepler-897 b",0.847000,1.95000000,0.0770000000
"Kepler-1685 b",0.923000,3.07000000,0.1485000000
"Kepler-1823 b",1.126000,1.56000000,0.1528000000
"Kepler-1454 b",1.055000,1.98000000,0.2447000000
"Kepler-1537 b",1.449000,2.20000000,0.0245000000
"Kepler-510 b",1.406000,2.53000000,0.1371000000
"Kepler-333 b",0.583000,1.46000000,0.0889000000
"BD-14 3065 b",2.350000,21.59000000,0.0656000000
"Kepler-1487 c",3.955000,7.97000000,0.2588000000
"Kepler-676 b",0.490000,3.07000000,0.0802000000
"Kepler-279 b",1.067000,2.47000000,0.1077000000
"Kepler-1369 b",1.093000,2.99000000,0.1741000000
"XO-4 b",1.560000,15.02006000,0.0552400000
"Kepler-345 c",0.630000,1.22000000,0.0742000000
"WASP-35 b",1.090000,14.79588000,0.0431300000
"Kepler-411 b",0.768000,1.94000000,0.0383000000
"Kepler-123 b",1.050000,2.50000000,0.1360000000
"Kepler-33 f",1.609000,3.93900000,0.2480300000
"Kepler-211 c",1.750000,3.82000000,0.0630000000
"Kepler-286 c",0.863000,1.37000000,0.0420000000
"Kepler-87 b",1.820000,13.49000000,0.4810000000
"Kepler-1423 b",2.050000,3.40000000,0.1580000000
"Kepler-11 b",1.046000,1.85000000,0.0903000000
"Kepler-263 c",0.781000,2.40000000,0.2407000000
"Kepler-235 b",0.552000,2.17000000,0.0370000000
"TOI-3071 b",1.310000,7.16000000,0.0249000000
"TOI-1842 b",2.032000,12.34850230,0.1000000000
"HATS-68 b",1.748000,13.80948800,0.0507100000
"Kepler-55 e",0.658000,1.51000000,0.0469000000
"Kepler-392 c",1.141000,1.06700000,0.0893300000
"Kepler-985 b",0.997000,3.53000000,0.4636000000
"Kepler-507 b",1.334000,1.36000000,0.0473000000
"Kepler-1550 b",0.959000,2.65000000,0.7333000000
"Kepler-169 f",1.860000,7.32000000,0.3740000000
"Kepler-1101 b",0.802000,2.22000000,0.3522000000
"Kepler-222 c",0.843000,4.81000000,0.0898000000
"Kepler-1582 b",0.158000,0.77000000,0.0285000000
"Kepler-67 b",0.751000,2.81000000,0.1153000000
"Kepler-82 b",0.835000,4.22500000,0.1705900000
"Kepler-319 b",1.784000,3.24000000,0.0578000000
"Kepler-114 c",0.540000,1.28000000,0.0648000000
"Kepler-632 b",0.853000,2.43000000,0.1885000000
"Kepler-84 c",1.022000,2.94000000,0.1078000000
"Kepler-845 b",0.685000,1.46000000,0.0170000000
"Kepler-286 d",0.930000,1.46000000,0.0650000000
"Kepler-1488 b",1.135000,1.59000000,0.2278000000
"Kepler-1666 b",1.070000,2.55000000,0.1790000000
"Kepler-1133 b",0.808000,1.72000000,0.0959000000
"Kepler-1212 b",0.938000,1.77000000,0.1082000000
"Kepler-529 d",0.886000,1.61000000,0.2113000000
"Kepler-1823 b",1.229000,1.72000000,0.1556000000
"Kepler-98 b",0.886000,1.82000000,0.0260000000
"Kepler-130 d",1.127000,1.37000000,0.3775000000
"Kepler-635 b",1.432000,2.53000000,0.1697000000
"SWEEPS-11 b",1.450000,12.66600000,0.0300000000
"Kepler-1098 b",0.920000,1.24000000,0.0360000000
"EPIC 249893012 d",1.710000,3.94000000,0.2200000000
"Kepler-220 c",0.685000,1.63000000,0.0765000000
"Kepler-941 b",0.969000,3.29000000,0.1311000000
"Kepler-416 b",1.075000,2.62000000,0.0669000000
"K2-149 b",0.568000,1.64000000,0.0830000000
"Kepler-1197 b",0.682000,1.12000000,0.0283000000
"Kepler-956 b",0.983000,2.58900000,0.0601700000
"Kepler-1877 b",0.830000,0.47000000,0.0340000000
"Kepler-444 e",0.593000,0.42000000,0.0653000000
"Kepler-55 d",0.602000,1.59000000,0.0290000000
"Kepler-739 b",0.930000,3.10000000,0.1070000000
"Kepler-251 d",1.074000,4.25000000,0.1859000000
"Kepler-149 c",0.832000,1.66000000,0.2691000000
"Kepler-152 b",0.761000,3.09000000,0.1277000000
"Kepler-296 b",0.370000,35.38000000,0.0696000000
"Kepler-1115 b",2.286000,2.17000000,0.2134000000
"Kepler-196 d",0.770000,2.92000000,0.4484000000
"Kepler-176 b",0.877000,1.41000000,0.0568000000
"Kepler-184 c",0.860000,2.04000000,0.1391000000
"Kepler-551 b",0.480000,2.11000000,0.0837000000
"Kepler-370 b",0.954000,1.35000000,0.0532000000
"K2-100 b",1.190000,3.45000000,0.0422000000
"Kepler-290 b",0.759000,2.18000000,0.1103000000
"Kepler-362 c",0.890000,1.75000000,0.2200000000
"K2-187 c",0.920000,1.80000000,0.0392000000
"Kepler-1770 b",1.009000,2.95000000,0.1261000000
"Kepler-930 b",1.488000,2.30000000,0.3475000000
"Kepler-1247 b",0.800000,2.20000000,0.1110000000
"Kepler-330 c",0.722000,1.95000000,0.1160000000
"Kepler-29 c",0.870000,2.78000000,0.1087000000
"Kepler-861 b",0.836000,2.43000000,0.0463000000
"Kepler-1357 b",0.797000,1.12000000,0.0390000000
"K2-45 b",0.445000,6.71000000,0.0224000000
"Kepler-151 b",0.812000,3.00000000,0.1152000000
"Kepler-1812 b",1.103000,2.31000000,0.0765000000
"Kepler-1996 b",0.624000,1.69000000,0.1726000000
"Kepler-32 f",0.500000,1.88000000,0.0129000000
"WASP-78 b",2.200000,19.05500000,0.0362000000
"Kepler-446 c",0.328000,1.40000000,0.0283000000
"Kepler-275 b",1.283000,2.25000000,0.1022000000
"TrES-3 b",0.823500,14.68379000,0.0227600000
"Kepler-122 e",1.239000,2.52500000,0.2200100000
"Kepler-550 b",0.805000,4.28000000,0.0747000000
"Kepler-213 b",0.898000,1.21000000,0.0356000000
"Kepler-1810 b",0.939000,3.79000000,0.4235000000
"Kepler-323 c",1.400000,2.04000000,0.0480000000
"Kepler-1723 b",1.010000,2.80000000,0.2249000000
"Kepler-1885 b",0.860000,23.18000000,0.0360000000
"Kepler-396 b",1.040000,3.50000000,0.2280000000
"Kepler-1175 b",0.867000,3.01000000,0.2183000000
"Kepler-535 b",1.214000,2.35000000,0.0610000000
"Kepler-18 d",1.055000,5.96000000,0.1136000000
"Kepler-375 c",0.848000,2.95000000,0.1412000000
"HIP 8152 b",0.950000,2.56000000,0.0920000000
"Kepler-402 d",1.215000,1.26000000,0.0879000000
"Kepler-1801 b",0.960000,2.50000000,0.0910000000
"Kepler-620 b",1.100000,2.75000000,0.1120000000
"Kepler-56 c",4.063000,10.89000000,0.1791500000
"Kepler-1907 b",0.800000,1.05000000,0.0565000000
"Kepler-24 d",1.088000,1.61000000,0.0507000000
"Kepler-939 b",0.851000,1.75000000,0.1150000000
"Kepler-217 d",1.439000,1.14000000,0.0545000000
"Kepler-391 b",3.324000,3.36000000,0.0777000000
"Kepler-298 b",0.652000,2.21000000,0.0819000000
"Kepler-599 b",0.837000,2.97000000,0.1128000000
"Kepler-594 b",0.829000,2.06000000,0.1089000000
"Kepler-1778 b",1.050000,3.60000000,0.0950000000
"Kepler-100 b",1.490000,1.31000000,0.0727000000
"Kepler-546 b",1.205000,7.43000000,0.0502000000
"Kepler-279 d",1.067000,3.20000000,0.2901000000
"Kepler-435 b",1.087000,7.47000000,0.0811000000
"Kepler-480 b",1.412000,2.94400000,0.0602400000
"KOI-4777.01",0.280000,0.42000000,0.0113000000
"Kepler-28 c",0.570000,1.94000000,0.0710000000
"Kepler-36 b",1.626000,1.48000000,0.1155000000
"Kepler-746 b",1.012000,1.36000000,0.0450000000
"Kepler-1133 b",0.830000,1.80000000,0.0980000000
"Kepler-1769 b",1.130000,3.35000000,0.3961000000
"Kepler-1025 b",1.278000,2.26100000,0.2160700000
"Kepler-172 b",1.007000,2.21000000,0.0389000000
"Kepler-256 b",1.250000,1.57000000,0.0265000000
"Kepler-310 c",0.839000,3.27300000,0.2735000000
"Kepler-1393 b",0.873000,0.67000000,0.0337000000
"Kepler-1726 b",0.754000,2.08200000,0.1279400000
"Kepler-1315 b",0.650000,1.30000000,0.0150000000
"Kepler-115 c",1.075000,2.31000000,0.0847000000
"Kepler-606 b",1.031000,2.78000000,0.1693000000
"Kepler-592 b",0.967000,2.17000000,0.0397000000
"Kepler-579 b",0.800000,1.60000000,0.0820000000
"Kepler-738 b",0.750000,2.31000000,0.1548000000
"Kepler-265 b",0.945000,1.59200000,0.0698900000
"Kepler-1231 b",1.151000,1.64000000,0.0914000000
"Kepler-1119 b",1.000000,1.68000000,0.0812000000
"Kepler-1440 b",1.548000,2.00500000,0.2343100000
"Kepler-1043 b",0.881000,2.54000000,0.2159000000
"Kepler-1445 b",1.303000,1.09000000,0.0948000000
"Kepler-531 b",0.749000,2.77000000,0.1694000000
"Kepler-132 c",1.101000,1.40000000,0.0659000000
"Kepler-292 d",0.915000,2.57000000,0.0701000000
"TOI-6038 A b",1.648000,6.41000000,0.0690000000
"Kepler-103 b",1.433000,3.33000000,0.1269000000
"Kepler-688 b",0.781000,7.92000000,0.0459000000
"TOI-1347 b",0.840100,1.81434694,0.0171000000
"Kepler-1426 b",1.027000,1.73000000,0.1187000000
"Kepler-988 b",0.560000,2.17000000,0.1100000000
"Kepler-336 b",0.865000,0.73000000,0.0307000000
"Kepler-372 d",1.159000,2.44000000,0.2002000000
"Kepler-703 b",0.877000,5.69000000,0.0535000000
"Kepler-1907 b",0.800000,0.88000000,0.0565000000
"Kepler-374 d",1.515000,2.03000000,0.0579000000
"Kepler-402 b",1.215000,1.26000000,0.0518000000
"Kepler-307 c",1.084000,3.21000000,0.1081000000
"TOI-469.01",0.983900,3.42633318,0.1100000000
"Kepler-307 b",1.084000,3.43000000,0.0928000000
"Kepler-1105 b",0.656000,1.92000000,0.0461000000
"Kepler-1729 b",0.520000,2.76000000,0.0419000000
"Kepler-405 c",0.870000,3.81000000,0.1858000000
"Kepler-116 c",1.150000,2.12000000,0.1160000000
"Kepler-770 d",0.753000,1.14000000,0.0474000000
"Kepler-310 b",0.853000,1.21000000,0.1093000000
"Kepler-174 b",0.651000,2.09000000,0.0978000000
"Kepler-135 c",1.210000,1.16000000,0.1040000000
"Kepler-538 b",0.850000,2.13000000,0.3530000000
"Kepler-532 b",0.806000,2.62000000,0.0986000000
"Kepler-1809 b",0.691000,1.08000000,0.0430000000
"Kepler-214 c",1.352000,2.13000000,0.1940000000
"Kepler-1601 b",1.092000,0.88000000,0.0336000000
"Kepler-1144 b",0.855000,1.81000000,0.1264000000
"TOI-2537 b",0.771000,11.25381662,0.3715000000
"Kepler-217 d",1.439000,1.14000000,0.0545000000
"Kepler-119 b",0.830000,3.55000000,0.0344000000
"Kepler-1432 b",1.122000,2.22000000,0.1670000000
"Kepler-510 b",1.406000,2.53000000,0.1371000000
"Kepler-366 b",1.033000,1.48000000,0.0446000000
"TOI-132 b",0.900000,3.42000000,0.0260000000
"Kepler-11 f",1.046000,2.52000000,0.2472000000
"TOI-201 b",1.339000,11.82547464,0.3026000000
"Kepler-344 c",0.860000,2.86100000,0.4795300000
"Kepler-20 e",0.925000,0.82000000,0.0626000000
"Kepler-405 b",0.893000,2.08000000,0.0950000000
"TOI-1782.01",0.669000,2.36800000,0.0502400000
"Kepler-605 c",0.770000,0.74000000,0.0330000000
"Kepler-561 c",0.884000,2.46900000,0.0594700000
"Kepler-63 b",0.901000,6.11000000,0.0800000000
"Kepler-155 b",0.540000,1.95000000,0.0529000000
"Kepler-357 d",0.821000,3.38000000,0.2429000000
"Kepler-33 c",1.694000,2.82000000,0.1128000000
"Kepler-1199 b",1.220000,1.44000000,0.1230000000
"Kepler-1990 c",1.231000,1.10000000,0.0502000000
"Kepler-607 b",0.827000,0.91900000,0.0137000000
"Kepler-1953 b",0.720000,1.11000000,0.0606000000
"Kepler-355 b",1.038000,1.50000000,0.1003000000
"HAT-P-2 b",1.680000,13.33871000,0.0674000000
"K2-261 b",1.641000,9.50521563,0.1087000000
"Kepler-354 d",0.706000,1.50000000,0.1459000000
"Kepler-634 b",1.089000,1.61000000,0.0592000000
"Kepler-1991 b",1.053000,1.47000000,0.1065000000
"Kepler-314 c",0.909000,2.87000000,0.0650000000
"Kepler-414 c",0.946000,3.00000000,0.0701000000
"Kepler-754 b",0.966000,1.76000000,0.1160000000
"Kepler-311 c",1.156000,1.61000000,0.1417000000
"Kepler-323 c",1.378000,1.93000000,0.0474000000
"Kepler-405 b",0.877000,2.06000000,0.0937000000
"Kepler-1792 b",1.005000,3.03000000,0.0488000000
"K2-138 e",0.839000,3.11000000,0.0792000000
"Kepler-411 c",0.820000,4.42100000,0.0739000000
"Kepler-1260 b",0.970000,1.57000000,0.1410000000
"Kepler-213 c",1.090000,2.03700000,0.0557300000
"Kepler-752 b",0.860000,2.92000000,0.1353000000
"Kepler-324 e",0.750000,1.80000000,0.1080000000
"Kepler-1115 b",2.286000,2.17000000,0.2134000000
"Kepler-343 c",1.374000,2.42000000,0.1622000000
"K2-265 b",0.977000,1.71000000,0.0337600000
"Kepler-107 b",1.411000,1.56000000,0.0440000000
"Kepler-119 b",0.810000,3.62000000,0.0340000000
"Kepler-1456 b",0.602000,1.14000000,0.1132000000
"Kepler-414 c",0.946000,3.00000000,0.0701000000
"Kepler-334 d",0.999000,1.39400000,0.1690300000
"Kepler-636 b",0.506000,2.80000000,0.1022000000
"Kepler-812 b",1.420000,2.80000000,0.1020000000
"Kepler-633 b",1.549000,2.18000000,0.0824000000
"Kepler-1891 b",0.827000,1.37000000,0.0473000000
"Kepler-485 b",1.013000,12.91000000,0.0433000000
"Kepler-132 b",1.178000,1.21000000,0.0670000000
"Kepler-108 c",2.192000,8.18000000,0.7210000000
"K2-37 b",0.850000,1.61000000,0.0511000000
"Kepler-287 b",1.012000,2.40000000,0.1433000000
"Kepler-903 b",0.854000,1.75000000,0.0912000000
"Kepler-1878 b",0.863000,1.96000000,0.0521000000
"Kepler-898 b",0.570000,1.38000000,0.0534000000
"Kepler-238 d",1.384000,3.06000000,0.1126000000
"Kepler-1364 b",1.582000,1.94000000,0.1231000000
